"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","19.03.2023 02:00 - 19.03.2023 03:00 (CET/CEST)","241","n/e","n/e","93","217","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","25","43"
"BZN|DK2","19.03.2023 03:00 - 19.03.2023 04:00 (CET/CEST)","239","n/e","n/e","93","216","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","47","71"
"BZN|DK2","19.03.2023 04:00 - 19.03.2023 05:00 (CET/CEST)","241","n/e","n/e","93","216","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","28","95"
"BZN|DK2","19.03.2023 05:00 - 19.03.2023 06:00 (CET/CEST)","239","n/e","n/e","94","218","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","30","86"
"BZN|DK2","19.03.2023 06:00 - 19.03.2023 07:00 (CET/CEST)","239","n/e","n/e","99","225","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","44","64","70"
"BZN|DK2","19.03.2023 07:00 - 19.03.2023 08:00 (CET/CEST)","240","n/e","n/e","99","226","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","45","124","74"
"BZN|DK2","19.03.2023 08:00 - 19.03.2023 09:00 (CET/CEST)","233","n/e","n/e","96","222","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","102","44","119","66"
"BZN|DK2","19.03.2023 09:00 - 19.03.2023 10:00 (CET/CEST)","237","n/e","n/e","93","216","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","44","146","57"
"BZN|DK2","19.03.2023 10:00 - 19.03.2023 11:00 (CET/CEST)","238","n/e","n/e","93","217","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","44","124","50"
"BZN|DK2","19.03.2023 11:00 - 19.03.2023 12:00 (CET/CEST)","240","n/e","n/e","93","216","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","324","44","95","51"
"BZN|DK2","19.03.2023 12:00 - 19.03.2023 13:00 (CET/CEST)","241","n/e","n/e","91","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","44","58","45"
"BZN|DK2","19.03.2023 13:00 - 19.03.2023 14:00 (CET/CEST)","240","n/e","n/e","90","209","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","44","31","44"
"BZN|DK2","19.03.2023 14:00 - 19.03.2023 15:00 (CET/CEST)","238","n/e","n/e","87","182","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","200","44","27","46"
"BZN|DK2","19.03.2023 15:00 - 19.03.2023 16:00 (CET/CEST)","203","n/e","n/e","89","155","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","131","43","29","49"
"BZN|DK2","19.03.2023 16:00 - 19.03.2023 17:00 (CET/CEST)","230","n/e","n/e","95","166","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","83","44","18","51"
"BZN|DK2","19.03.2023 17:00 - 19.03.2023 18:00 (CET/CEST)","213","n/e","n/e","103","205","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","44","23","48"
"BZN|DK2","19.03.2023 18:00 - 19.03.2023 19:00 (CET/CEST)","242","n/e","n/e","134","228","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","45","29","52"
"BZN|DK2","19.03.2023 19:00 - 19.03.2023 20:00 (CET/CEST)","247","n/e","n/e","135","228","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","55","51"
"BZN|DK2","19.03.2023 20:00 - 19.03.2023 21:00 (CET/CEST)","237","n/e","n/e","131","222","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","161","60"
"BZN|DK2","19.03.2023 21:00 - 19.03.2023 22:00 (CET/CEST)","236","n/e","n/e","110","229","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","104","77"
"BZN|DK2","19.03.2023 22:00 - 19.03.2023 23:00 (CET/CEST)","275","n/e","n/e","101","224","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","108","100"
"BZN|DK2","19.03.2023 23:00 - 20.03.2023 00:00 (CET/CEST)","334","n/e","n/e","90","221","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","194","133"
"BZN|DK2","20.03.2023 00:00 - 20.03.2023 01:00 (CET/CEST)","375","n/e","n/e","86","216","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","222","139"
"BZN|DK2","20.03.2023 01:00 - 20.03.2023 02:00 (CET/CEST)","339","n/e","n/e","82","209","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","238","151"
"BZN|DK2","20.03.2023 02:00 - 20.03.2023 03:00 (CET/CEST)","399","n/e","n/e","81","207","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","317","201"
"BZN|DK2","20.03.2023 03:00 - 20.03.2023 04:00 (CET/CEST)","380","n/e","n/e","79","203","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","417","254"
"BZN|DK2","20.03.2023 04:00 - 20.03.2023 05:00 (CET/CEST)","394","n/e","n/e","78","202","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","540","262"
"BZN|DK2","20.03.2023 05:00 - 20.03.2023 06:00 (CET/CEST)","376","n/e","n/e","78","201","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","425","233"
"BZN|DK2","20.03.2023 06:00 - 20.03.2023 07:00 (CET/CEST)","559","n/e","n/e","89","215","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","44","393","236"
"BZN|DK2","20.03.2023 07:00 - 20.03.2023 08:00 (CET/CEST)","597","n/e","n/e","118","222","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","44","436","244"
"BZN|DK2","20.03.2023 08:00 - 20.03.2023 09:00 (CET/CEST)","599","n/e","n/e","118","207","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","43","491","255"
"BZN|DK2","20.03.2023 09:00 - 20.03.2023 10:00 (CET/CEST)","573","n/e","n/e","109","207","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37","42","429","219"
"BZN|DK2","20.03.2023 10:00 - 20.03.2023 11:00 (CET/CEST)","392","n/e","n/e","95","215","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","43","498","215"
"BZN|DK2","20.03.2023 11:00 - 20.03.2023 12:00 (CET/CEST)","378","n/e","n/e","89","214","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","35","497","250"
"BZN|DK2","20.03.2023 12:00 - 20.03.2023 13:00 (CET/CEST)","551","n/e","n/e","88","214","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","112","33","540","220"
"BZN|DK2","20.03.2023 13:00 - 20.03.2023 14:00 (CET/CEST)","574","n/e","n/e","87","212","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","114","33","467","259"
"BZN|DK2","20.03.2023 14:00 - 20.03.2023 15:00 (CET/CEST)","572","n/e","n/e","89","215","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","35","535","297"
"BZN|DK2","20.03.2023 15:00 - 20.03.2023 16:00 (CET/CEST)","570","n/e","n/e","85","212","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","36","549","264"
"BZN|DK2","20.03.2023 16:00 - 20.03.2023 17:00 (CET/CEST)","579","n/e","n/e","90","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","37","477","228"
"BZN|DK2","20.03.2023 17:00 - 20.03.2023 18:00 (CET/CEST)","582","n/e","n/e","109","230","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","38","483","209"
"BZN|DK2","20.03.2023 18:00 - 20.03.2023 19:00 (CET/CEST)","635","n/e","n/e","143","233","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","497","183"
"BZN|DK2","20.03.2023 19:00 - 20.03.2023 20:00 (CET/CEST)","642","n/e","n/e","144","233","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","470","154"
"BZN|DK2","20.03.2023 20:00 - 20.03.2023 21:00 (CET/CEST)","564","n/e","n/e","138","232","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","423","129"
"BZN|DK2","20.03.2023 21:00 - 20.03.2023 22:00 (CET/CEST)","559","n/e","n/e","112","230","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","373","88"
"BZN|DK2","20.03.2023 22:00 - 20.03.2023 23:00 (CET/CEST)","542","n/e","n/e","107","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","289","66"
"BZN|DK2","20.03.2023 23:00 - 21.03.2023 00:00 (CET/CEST)","558","n/e","n/e","94","222","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","174","60"
"BZN|DK2","21.03.2023 00:00 - 21.03.2023 01:00 (CET/CEST)","544","n/e","n/e","85","213","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","95","53"
"BZN|DK2","21.03.2023 01:00 - 21.03.2023 02:00 (CET/CEST)","558","n/e","n/e","80","205","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","45","43"
"BZN|DK2","21.03.2023 02:00 - 21.03.2023 03:00 (CET/CEST)","554","n/e","n/e","78","202","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","35","19","39"
"BZN|DK2","21.03.2023 03:00 - 21.03.2023 04:00 (CET/CEST)","555","n/e","n/e","89","206","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","9","34"
"BZN|DK2","21.03.2023 04:00 - 21.03.2023 05:00 (CET/CEST)","555","n/e","n/e","110","210","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","0","33"
"BZN|DK2","21.03.2023 05:00 - 21.03.2023 06:00 (CET/CEST)","547","n/e","n/e","115","216","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","24","38"
"BZN|DK2","21.03.2023 06:00 - 21.03.2023 07:00 (CET/CEST)","546","n/e","n/e","115","218","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","36","61","44"
"BZN|DK2","21.03.2023 07:00 - 21.03.2023 08:00 (CET/CEST)","548","n/e","n/e","121","228","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","37","83","55"
"BZN|DK2","21.03.2023 08:00 - 21.03.2023 09:00 (CET/CEST)","557","n/e","n/e","120","226","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","37","95","64"
"BZN|DK2","21.03.2023 09:00 - 21.03.2023 10:00 (CET/CEST)","563","n/e","n/e","121","227","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","35","148","78"
"BZN|DK2","21.03.2023 10:00 - 21.03.2023 11:00 (CET/CEST)","567","n/e","n/e","119","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","34","228","108"
"BZN|DK2","21.03.2023 11:00 - 21.03.2023 12:00 (CET/CEST)","563","n/e","n/e","116","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","34","244","131"
"BZN|DK2","21.03.2023 12:00 - 21.03.2023 13:00 (CET/CEST)","554","n/e","n/e","116","203","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","34","251","161"
"BZN|DK2","21.03.2023 13:00 - 21.03.2023 14:00 (CET/CEST)","549","n/e","n/e","117","182","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","33","249","180"
"BZN|DK2","21.03.2023 14:00 - 21.03.2023 15:00 (CET/CEST)","550","n/e","n/e","119","175","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","33","323","183"
"BZN|DK2","21.03.2023 15:00 - 21.03.2023 16:00 (CET/CEST)","555","n/e","n/e","93","175","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","41","34","398","198"
"BZN|DK2","21.03.2023 16:00 - 21.03.2023 17:00 (CET/CEST)","556","n/e","n/e","90","178","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","33","461","216"
"BZN|DK2","21.03.2023 17:00 - 21.03.2023 18:00 (CET/CEST)","565","n/e","n/e","93","188","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","34","564","221"
"BZN|DK2","21.03.2023 18:00 - 21.03.2023 19:00 (CET/CEST)","570","n/e","n/e","94","200","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","35","714","211"
"BZN|DK2","21.03.2023 19:00 - 21.03.2023 20:00 (CET/CEST)","544","n/e","n/e","91","196","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","34","729","199"
"BZN|DK2","21.03.2023 20:00 - 21.03.2023 21:00 (CET/CEST)","540","n/e","n/e","93","198","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","35","772","193"
"BZN|DK2","21.03.2023 21:00 - 21.03.2023 22:00 (CET/CEST)","446","n/e","n/e","86","163","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","34","816","215"
"BZN|DK2","21.03.2023 22:00 - 21.03.2023 23:00 (CET/CEST)","391","n/e","n/e","80","151","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","32","812","235"
"BZN|DK2","21.03.2023 23:00 - 22.03.2023 00:00 (CET/CEST)","356","n/e","n/e","78","148","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","31","742","274"
"BZN|DK2","22.03.2023 00:00 - 22.03.2023 01:00 (CET/CEST)","361","n/e","n/e","69","135","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","833","299"
"BZN|DK2","22.03.2023 01:00 - 22.03.2023 02:00 (CET/CEST)","238","n/e","n/e","62","125","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","864","270"
"BZN|DK2","22.03.2023 02:00 - 22.03.2023 03:00 (CET/CEST)","205","n/e","n/e","63","127","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","857","275"
"BZN|DK2","22.03.2023 03:00 - 22.03.2023 04:00 (CET/CEST)","213","n/e","n/e","67","132","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","882","314"
"BZN|DK2","22.03.2023 04:00 - 22.03.2023 05:00 (CET/CEST)","232","n/e","n/e","68","134","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","761","289"
"BZN|DK2","22.03.2023 05:00 - 22.03.2023 06:00 (CET/CEST)","355","n/e","n/e","66","131","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","30","745","291"
"BZN|DK2","22.03.2023 06:00 - 22.03.2023 07:00 (CET/CEST)","390","n/e","n/e","73","149","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","31","751","280"
"BZN|DK2","22.03.2023 07:00 - 22.03.2023 08:00 (CET/CEST)","407","n/e","n/e","73","145","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","31","793","327"
"BZN|DK2","22.03.2023 08:00 - 22.03.2023 09:00 (CET/CEST)","396","n/e","n/e","76","150","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","32","815","375"
"BZN|DK2","22.03.2023 09:00 - 22.03.2023 10:00 (CET/CEST)","312","n/e","n/e","79","157","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","32","815","395"
"BZN|DK2","22.03.2023 10:00 - 22.03.2023 11:00 (CET/CEST)","336","n/e","n/e","78","159","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","32","801","375"
"BZN|DK2","22.03.2023 11:00 - 22.03.2023 12:00 (CET/CEST)","282","n/e","n/e","80","152","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","35","798","382"
"BZN|DK2","22.03.2023 12:00 - 22.03.2023 13:00 (CET/CEST)","233","n/e","n/e","80","150","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","42","808","420"
"BZN|DK2","22.03.2023 13:00 - 22.03.2023 14:00 (CET/CEST)","227","n/e","n/e","74","145","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","41","895","405"
"BZN|DK2","22.03.2023 14:00 - 22.03.2023 15:00 (CET/CEST)","270","n/e","n/e","75","146","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","42","884","439"
"BZN|DK2","22.03.2023 15:00 - 22.03.2023 16:00 (CET/CEST)","301","n/e","n/e","76","141","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","42","875","374"
"BZN|DK2","22.03.2023 16:00 - 22.03.2023 17:00 (CET/CEST)","281","n/e","n/e","83","159","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","43","908","474"
"BZN|DK2","22.03.2023 17:00 - 22.03.2023 18:00 (CET/CEST)","346","n/e","n/e","78","151","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","42","914","515"
"BZN|DK2","22.03.2023 18:00 - 22.03.2023 19:00 (CET/CEST)","350","n/e","n/e","72","140","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","42","903","488"
"BZN|DK2","22.03.2023 19:00 - 22.03.2023 20:00 (CET/CEST)","362","n/e","n/e","71","139","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","892","456"
"BZN|DK2","22.03.2023 20:00 - 22.03.2023 21:00 (CET/CEST)","350","n/e","n/e","65","128","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","895","416"
"BZN|DK2","22.03.2023 21:00 - 22.03.2023 22:00 (CET/CEST)","348","n/e","n/e","64","130","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","905","403"
"BZN|DK2","22.03.2023 22:00 - 22.03.2023 23:00 (CET/CEST)","360","n/e","n/e","64","129","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","901","374"
"BZN|DK2","22.03.2023 23:00 - 23.03.2023 00:00 (CET/CEST)","349","n/e","n/e","55","114","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","906","371"
"BZN|DK2","23.03.2023 00:00 - 23.03.2023 01:00 (CET/CEST)","276","n/e","n/e","48","106","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","895","373"
"BZN|DK2","23.03.2023 01:00 - 23.03.2023 02:00 (CET/CEST)","262","n/e","n/e","47","102","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","896","378"
"BZN|DK2","23.03.2023 02:00 - 23.03.2023 03:00 (CET/CEST)","264","n/e","n/e","46","100","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","893","375"
"BZN|DK2","23.03.2023 03:00 - 23.03.2023 04:00 (CET/CEST)","261","n/e","n/e","48","84","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","898","342"
"BZN|DK2","23.03.2023 04:00 - 23.03.2023 05:00 (CET/CEST)","255","n/e","n/e","45","78","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","897","364"
"BZN|DK2","23.03.2023 05:00 - 23.03.2023 06:00 (CET/CEST)","256","n/e","n/e","55","113","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","771","350"
"BZN|DK2","23.03.2023 06:00 - 23.03.2023 07:00 (CET/CEST)","296","n/e","n/e","50","105","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","38","629","287"
"BZN|DK2","23.03.2023 07:00 - 23.03.2023 08:00 (CET/CEST)","371","n/e","n/e","56","116","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","39","516","262"
"BZN|DK2","23.03.2023 08:00 - 23.03.2023 09:00 (CET/CEST)","363","n/e","n/e","59","119","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","39","419","331"
"BZN|DK2","23.03.2023 09:00 - 23.03.2023 10:00 (CET/CEST)","353","n/e","n/e","65","129","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","72","39","715","406"
"BZN|DK2","23.03.2023 10:00 - 23.03.2023 11:00 (CET/CEST)","293","n/e","n/e","74","147","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","165","41","879","447"
"BZN|DK2","23.03.2023 11:00 - 23.03.2023 12:00 (CET/CEST)","269","n/e","n/e","75","148","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","339","41","842","456"
"BZN|DK2","23.03.2023 12:00 - 23.03.2023 13:00 (CET/CEST)","279","n/e","n/e","70","139","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","369","40","792","466"
"BZN|DK2","23.03.2023 13:00 - 23.03.2023 14:00 (CET/CEST)","235","n/e","n/e","60","122","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","355","39","754","469"
"BZN|DK2","23.03.2023 14:00 - 23.03.2023 15:00 (CET/CEST)","226","n/e","n/e","54","111","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","373","37","788","481"
"BZN|DK2","23.03.2023 15:00 - 23.03.2023 16:00 (CET/CEST)","274","n/e","n/e","50","107","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","289","38","704","429"
"BZN|DK2","23.03.2023 16:00 - 23.03.2023 17:00 (CET/CEST)","294","n/e","n/e","56","117","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","177","38","644","346"
"BZN|DK2","23.03.2023 17:00 - 23.03.2023 18:00 (CET/CEST)","367","n/e","n/e","69","141","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","70","40","549","319"
"BZN|DK2","23.03.2023 18:00 - 23.03.2023 19:00 (CET/CEST)","476","n/e","n/e","71","144","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","40","395","220"
"BZN|DK2","23.03.2023 19:00 - 23.03.2023 20:00 (CET/CEST)","498","n/e","n/e","72","145","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","406","205"
"BZN|DK2","23.03.2023 20:00 - 23.03.2023 21:00 (CET/CEST)","449","n/e","n/e","82","162","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","550","208"
"BZN|DK2","23.03.2023 21:00 - 23.03.2023 22:00 (CET/CEST)","338","n/e","n/e","78","155","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","650","233"
"BZN|DK2","23.03.2023 22:00 - 23.03.2023 23:00 (CET/CEST)","326","n/e","n/e","77","150","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","808","297"
"BZN|DK2","23.03.2023 23:00 - 24.03.2023 00:00 (CET/CEST)","292","n/e","n/e","73","143","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","864","338"
"BZN|DK2","24.03.2023 00:00 - 24.03.2023 01:00 (CET/CEST)","231","n/e","n/e","67","133","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","896","349"
"BZN|DK2","24.03.2023 01:00 - 24.03.2023 02:00 (CET/CEST)","244","n/e","n/e","65","131","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","902","342"
"BZN|DK2","24.03.2023 02:00 - 24.03.2023 03:00 (CET/CEST)","239","n/e","n/e","67","134","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","884","340"
